id_centro_vacunacion,id_ubigeo,nombre,lat,lon,entidad_administra,id_eess,departamento
124585,1818,CONSULTORIO MEDICO PEDRO SAKURAY,-18.0150015,-70.2512304,-,24585,TACNA
113450,1818,LABORATORIO DE SALUD PUBLICA,-18.014943,-70.2567,-,13450,TACNA
128049,1818,DERMAMED LASER,-18.0147743,-70.25095185,-,28049,TACNA
120431,1818,REMASUR,-18.01454088,-70.25868879,-,20431,TACNA
127025,1818,DENTAL ORTHODONTIC RM,-18.0144651,-70.2504438,-,27025,TACNA
127494,1818,PERUDENT,-18.014401,-70.2498007,-,27494,TACNA
126871,1818,BIOMED,-18.0143291,-70.2520939,-,26871,TACNA
111671,1818,DENTIST ESPECIALIDADES,-18.0142381,-70.24963488,-,11671,TACNA
121899,1818,LABORATORIO DE ANALISIS CLINICOS TACNA,-18.01416413,-70.25601586,-,21899,TACNA
124207,1818,LABORATORIO CLÍNICO ROMALAB'S,-18.01414883,-70.24954639,-,24207,TACNA
125477,1818,ECOMEDIC,-18.01414245,-70.25607892,-,25477,TACNA
124579,1818,CENTRO DE FERTILIDAD CONCEBIR,-18.014017,-70.2500263,-,24579,TACNA
118941,1818,LABORATORIO  CLISDAY,-18.01389797,-70.25563552,-,18941,TACNA
125643,1818,TERAPIAS MEDICAS TACNA,-18.01386569,-70.25703512,-,25643,TACNA
123556,1818,HARMONY  CENTRO ODONTOLOGICO ESPECIALIZADO.,-18.01367714,-70.24865923,-,23556,TACNA
126341,1818,ROMAN,-18.0136733,-70.2525047,-,26341,TACNA
109889,1818,CENTRO  DE    ATENCION PRIMARIA  III  METROPOLITANO DE TACNA,-18.01367,-70.25099833,-,9889,TACNA
115471,1818,CONSULTORIO ODONOTLOGICO SALUDENTACNA,-18.01365398,-70.24979045,-,15471,TACNA
127731,1818,RX LA VIÑA,-18.01362177,-70.24760697,-,27731,TACNA
113007,1818,"CONSULTORIO DENTAL ""SAN CARLOS""",-18.01351114,-70.24767958,-,13007,TACNA
112913,1818,"CONSULTORIO  DENTAL  ""SERVIDENT""",-18.01339056,-70.24784003,-,12913,TACNA
125584,1818,CONSULTORIO MEDICO PEDIATRICO,-18.01323821,-70.24783783,-,25584,TACNA
113911,1818,"CONSULTOPRIO ODONTOLOGICO ""LASERDENT""",-18.0131995,-70.2468782,-,13911,TACNA
121141,1818,ODONTOLOGÍA GENERAL REYNA,-18.01313363,-70.24824282,-,21141,TACNA
127087,1818,TUSDENT,-18.0130443,-70.2475133,-,27087,TACNA
125650,1818,CONSULTORIO ODONTOLOGICO DENTAL CARE,-18.01299408,-70.24685148,-,25650,TACNA
125965,1818,SOLIDENT,-18.01283265,-70.247465,-,25965,TACNA
117658,1818,CONSULTORIO OFTALMOLOGICO,-18.0128325,-70.2478711,-,17658,TACNA
124802,1818,Consultorio Dental Sonríe con Esperanza,-18.0127382,-70.248384,-,24802,TACNA
125769,1818,CENTRO DENTAL SONREIR,-18.01266493,-70.2471518,-,25769,TACNA
120046,1818,CONSULTORIO DENTAL D& S,-18.0126524,-70.2470865,-,20046,TACNA
124903,1818,SALAMANCA,-18.0126524,-70.2470865,-,24903,TACNA
124816,1818,CONSULTORIO ODONTOLÓGICO INTERNACIONAL,-18.01264985,-70.24716428,-,24816,TACNA
124564,1818,CONSULTORIO ODONTOLOGICO SUDAMERICANO,-18.01261604,-70.24815497,-,24564,TACNA
110733,1818,CONSULTORIO ODONTOLOGICO PALODENT,-18.0126077,-70.2510028,-,10733,TACNA
102916,1818,LA NATIVIDAD,-18.01252003,-70.23112703,-,2916,TACNA
126270,1818,ODONTAL,-18.0124676,-70.2459116,-,26270,TACNA
123121,1818,DIAGNOSTICO POR IMAGENES SANCHEZ MUCHAYPIÑA,-18.01246024,-70.24736844,-,23121,TACNA
128184,1818,POLICLINICO PIERO,-18.01219878,-70.25938282,-,28184,TACNA
115973,1818,MEDISUR,-18.01212884,-70.24643836,-,15973,TACNA
126271,1818,BIOSALUD,-18.01211843,-70.24641357,-,26271,TACNA
125966,1818,CONSULTORIO DR. MARTIN VALENCIA,-18.01210243,-70.24628497,-,25966,TACNA
116807,1818,CONSULTORIO MEDICO UROLOGICO,-18.01207762,-70.2463492,-,16807,TACNA
117055,1818,ODONTO PLACE,-18.01207308,-70.24634364,-,17055,TACNA
126296,1818,CONSULTORIO DENTAL VIRGEN DE LA NATIVIDAD,-18.01196469,-70.23173667,-,26296,TACNA
127498,1818,OdontoStudio,-18.011394,-70.247553,-,27498,TACNA
122190,1818,DIAGNOSTICO POR IMÁGENES EL GALENO,-18.01132769,-70.24593612,-,22190,TACNA
111175,1818,CENTRO ODONTOLOGICO SAN MIGUEL,-18.01132769,-70.24593075,-,11175,TACNA
124815,1818,INTEGRA DENTAL,-18.01128434,-70.24674885,-,24815,TACNA
125642,1818,"""VIVA""",-18.01125664,-70.24637367,-,25642,TACNA
125560,1818,RODENT,-18.01119505,-70.24572154,-,25560,TACNA
124769,1818,odontologico BALDELLON,-18.01094529,-70.24550763,-,24769,TACNA
116877,1818,DENTHARD,-18.01065648,-70.24654195,-,16877,TACNA
126320,1818,ODONTOLOGOS NEW SMILE,-18.01065161,-70.24513672,-,26320,TACNA
126318,1818,ESPADA ODONTOLOGÍA ESPECIALIZADA,-18.0102299,-70.2460184,-,26318,TACNA
124737,1818,ROSSE CONSULTORIO ODONTOLOGICO,-18.01006506,-70.25352948,-,24737,TACNA
124025,1818,MULTIDENT,-18.00994518,-70.24379574,-,24025,TACNA
127610,1818,HODAR PROTEGIDO ESPERANZA DE VIDA,-18.00993744,-70.2436492,-,27610,TACNA
114919,1818,"CONSULTORIO MEDICO ""CENTRO ESPECIALIZADO OFTALMOLOGICO""",-18.00984314,-70.24617215,-,14919,TACNA
127438,1818,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,-18.00982039,-70.24391708,-,27438,TACNA
127026,1818,DENTAL ALARICO AQUIZE,-18.00974621,-70.24387081,-,27026,TACNA
125563,1818,D´CALIDAD DENT,-18.00963328,-70.24614818,-,25563,TACNA
117023,1818,LOS OLIVOS,-18.0095243,-70.24805106,-,17023,TACNA
111699,1818,"CONSULTORIO DE ENFERMERIA ""STA. MARIA AUXILIADORA""",-18.00933064,-70.24826226,-,11699,TACNA
127051,1818,CONSULTORIO GINECOLÓGICO JEAN CHAVEZ GIL,-18.0092517,-70.2450839,-,27051,TACNA
113452,1818,LABCLINE S.A.C.,-18.0079357,-70.240998,-,13452,TACNA
111768,1818,CLINICA AMERICANA,-18.0074963,-70.2340677,-,11768,TACNA
125514,1818,POLICLINICO JOSE BENDITO,-18.00733825,-70.25714778,-,25514,TACNA
121935,1818,SAMU-TACNA,-18.00723621,-70.23522874,-,21935,TACNA
126537,1818,CATS,-18.00722952,-70.25013898,-,26537,TACNA
127630,1818,CINDY TELLEZ AMESQUITA,-18.00685359,-70.24606757,-,27630,TACNA
127883,1818,CENTRO MEDICO MAS SALUD,-18.0067452,-70.2353356,-,27883,TACNA
124908,1818,POLICLINICO AVANTI,-18.0065863,-70.2562264,-,24908,TACNA
112322,1818,ODONTO  CITY,-18.0065679,-70.2462741,-,12322,TACNA
112324,1818,REUMACENTRO,-18.0065679,-70.2462741,-,12324,TACNA
112817,1818,ENDOMASS,-18.0065679,-70.2462741,-,12817,TACNA
120082,1818,CONSULTORIO OBSTETRICO RENACER,-18.0065679,-70.2462741,-,20082,TACNA
120763,1827,DENTAL PACIFICO ORTODONCIA,-18.0065679,-70.2462741,-,20763,TACNA
123836,1818,CENTRO DEL RIÑON,-18.0065679,-70.2462741,-,23836,TACNA
123876,1818,ROGA ESTHETIC,-18.0065679,-70.2462741,-,23876,TACNA
124051,1818,HEMODIALISIS SAN ISIDRO,-18.0065679,-70.2462741,-,24051,TACNA
125290,1818,SERVICIOS DE SALUD ROSADO CHAVEZ E.I.R.L. LABORATORIO DE ANALISIS CLINICOS Y ANAT,-18.0065679,-70.2462741,-,25290,TACNA
125526,1827,CONSULTORIO DENTAL SANTO DOMINGO,-18.0065679,-70.2462741,-,25526,TACNA
125538,1818,DENTAL QUEEN,-18.0065679,-70.2462741,-,25538,TACNA
125597,1818,neodents yr,-18.0065679,-70.2462741,-,25597,TACNA
125635,1818,ODONTOCENTRO,-18.0065679,-70.2462741,-,25635,TACNA
125729,1818,CLINICA LA LUZ,-18.0065679,-70.2462741,-,25729,TACNA
126159,1818,SALUD LA INMACULADA,-18.0065679,-70.2462741,-,26159,TACNA
126330,1818,DENTOPLUS,-18.0065679,-70.2462741,-,26330,TACNA
126336,1818,CENTRO INTEGRAL DE OFTALMOLOGIA,-18.0065679,-70.2462741,-,26336,TACNA
128050,1818,DENTAL GOLD,-18.0065679,-70.2462741,-,28050,TACNA
126067,1818,DIVINO NIÑO JESUS,-18.00641995,-70.25679906,-,26067,TACNA
111876,1818,POLICLINICO PILAR,-18.00617762,-70.25691708,-,11876,TACNA
127089,1818,DENTISALUD,-18.00610715,-70.25356684,-,27089,TACNA
110735,1818,"CONSULTORIO ODONTOLOGICO ""PERIO DENT""",-18.005662,-70.24159,-,10735,TACNA
919,1818,I.E. Francisco Antonio De Zela,-18.0053,-70.2395,DIRESA,0,TACNA
444,1818,Iee Coronel Bolognesi,-18.0052828,-70.2510685,ESSALUD,0,TACNA
123571,1818,POLICLINICO MIRMAR,-18.0052806,-70.2581135,-,23571,TACNA
4080,1825,UNIVERSIDAD PRIVADA DE TACNA,-18.0048523,-70.2261172,-,0,TACNA
124569,1818,SAN RAFAEL,-18.00303768,-70.24213664,-,24569,TACNA
109927,1818,CENTRO DE ATENCION PRIMARIA II  OSCAR FERNANDEZ DAVILA VÉLEZ,-18.00277917,-70.24414725,-,9927,TACNA
118974,1818,DENTOCAPLINA,-18.0023099,-70.2379182,-,18974,TACNA
115055,1818,"CONSULTORIO ODONTOLOGICO ""COTRI DENT""",-18.0022962,-70.2343396,-,15055,TACNA
102915,1818,CENTRO DE SALUD BOLOGNESI,-18.00060548,-70.23523973,-,2915,TACNA
124756,1819,DENTAL GOMEZ,-18.00039246,-70.2610934,-,24756,TACNA
125648,1818,CENTRO DENTAL LOAYZA,-18.00012437,-70.23614608,-,25648,TACNA
102917,1818,LEONCIO PRADO,-18.0000716,-70.25003864,-,2917,TACNA
126338,1818,TIP DENTAL,-17.99887441,-70.23836829,-,26338,TACNA
118487,1825,E.P. MUJERES TACNA,-17.99836434,-70.21663296,-,18487,TACNA
116519,1818,AREA DE SALUD E.P. TACNA,-17.99794508,-70.21611412,-,16519,TACNA
125348,1825,CENTRO DE SALUD MENTAL COMUNITARIO VALLE POCOLLAY,-17.99634894,-70.21937152,-,25348,TACNA
659,1819,I.E. FORTUNATO ZORA CARBAJAL,-17.9961,-70.2492,DIRESA,0,TACNA
660,1825,PARQUE PERU,-17.996,-70.2117,DIRESA,0,TACNA
102922,1819,RAMON COPAJA,-17.99534527,-70.25696903,-,2922,TACNA
102897,1825,POCOLLAY,-17.99463353,-70.2194314,-,2897,TACNA
442,1825,I.E Manuel Flores Calvo,-17.9943002,-70.2183698,DIRESA,0,TACNA
125598,1818,CONSULTORIO OBSTETRICO SIEMPRE MUJER,-17.9941946,-70.2448885,-,25598,TACNA
3788,1818,I.E.S.P. FRANCISCO DE PAULA GONZALES VIGIL,-17.9941923,-70.2441047,-,0,TACNA
102881,1819,LA ESPERANZA,-17.99417176,-70.24856963,-,2881,TACNA
102882,1819,JUAN VELASCO ALVARADO,-17.99016244,-70.25112163,-,2882,TACNA
441,1819,Iee Don Jose De San Martin,-17.9898229,-70.2421332,DIRESA,0,TACNA
102880,1819,ALTO ALIANZA,-17.98823036,-70.2416848,-,2880,TACNA
102883,1821,CIUDAD NUEVA,-17.98391075,-70.23496652,-,2883,TACNA
126194,1818,CENTRO DE SALUD MENTAL COMUNITARIO VILLA DEL NORTE,-17.98252776,-70.23131289,-,26194,TACNA
109885,1820,HOSPITAL III DANIEL ALCIDES CARRIÓN,-17.98154,-70.20382167,-,9885,TACNA
125556,1821,CONSULTORIO DENTAL TACNA,-17.98026866,-70.23327357,-,25556,TACNA
102884,1821,CONO NORTE,-17.9790222,-70.2334345,-,2884,TACNA
102885,1821,INTIORKO,-17.97629028,-70.22926286,-,2885,TACNA
102890,1820,CALANA,-17.94405496,-70.1890291,-,2890,TACNA
102894,1823,HIGUERANI,-17.9165614,-70.05007453,-,2894,TACNA
102891,1823,PACHIA,-17.89642986,-70.15478041,-,2891,TACNA
102899,1837,PAMPA BAJA,-17.88577766,-70.97728569,-,2899,TACNA
102914,1826,LAS YARAS,-17.86157035,-70.55917422,-,2914,TACNA
102898,1837,ITE,-17.86136383,-70.96483227,-,2898,TACNA
125808,1837,CENTRO DE ATENCION PRIMARIA I ITE,-17.85815912,-70.96999307,-,25808,TACNA
102896,1824,VILAVILANI,-17.84968459,-69.90590847,-,2896,TACNA
111698,1824,UME  PUCAMARCA,-17.8056985,-69.8053218,-,11698,TACNA
121777,1824,CONSULTORIO TIMPURE,-17.8056985,-69.8053218,-,21777,TACNA
102912,1822,INCLAN,-17.79176473,-70.49867378,-,2912,TACNA
102895,1824,PALCA,-17.77868669,-69.9597464,-,2895,TACNA
118891,1835,CENTRO DE SALUD MILITAR FUERTE ARICA,-17.70411534,-70.84482689,-,18891,TACNA
126608,1534,"AGRUPAMIENTO  DE COHETES ANTIAEREO ""CRL JOSE GALVEZ""",-17.6914938,-71.36762,-,26608,MOQUEGUA
102892,1823,CAPLINA,-17.69000538,-69.93689991,-,2892,TACNA
121170,1534,POLICLINICO SAN GERONIMO,-17.66006398,-71.3324777,-,21170,MOQUEGUA
102820,1534,P.S. 18 DE MAYO,-17.65973863,-71.34770041,-,2820,MOQUEGUA
4439,1534,I.S.T. LUIS E VALCARCEL,-17.6592121,-71.33185478,-,0,MOQUEGUA
107501,1534,P.S. LOS ANGELES - ILO,-17.65531778,-71.3151922,-,7501,MOQUEGUA
102816,1534,HOSPITAL ILO,-17.65390951,-71.33737495,-,2816,MOQUEGUA
128057,1534,SAMU BASE ILO,-17.6534749,-71.3372775,-,28057,MOQUEGUA
121541,1534,Centro Salud Mental Comunitario Ilo,-17.65268394,-71.33634812,-,21541,MOQUEGUA
1647,1534,C.S. Mental Comunitario Ilo,-17.652678,-71.336384,-,0,MOQUEGUA
3693,1534,C.S. PAMPA INALAMBRICA,-17.65249004,-71.33646858,MINSA,0,MOQUEGUA
102913,1822,CORUCA,-17.65209915,-70.45779508,-,2913,TACNA
102818,1534,C.S. PAMPA INALAMBRICA,-17.65200833,-71.33101667,-,2818,MOQUEGUA
102817,1534,C.S. ALTO ILO,-17.651794,-71.341903,-,2817,MOQUEGUA
751,1534,I.E. Miguel Grau Seminario,-17.65158,-71.32605,MINSA,0,MOQUEGUA
752,1290,Parque Zonal Sinchi Roca,-17.65158,-71.32605,MINSA,0,LIMA
753,1534,Local El Flechazo,-17.65158,-71.32605,-,0,MOQUEGUA
754,1534,Campo Ferial De La Municipalidad,-17.65158,-71.32605,-,0,MOQUEGUA
755,1534,"Loza Deportiva ""mamacocha""",-17.65158,-71.32605,-,0,MOQUEGUA
756,1534,Municipalidad De San Jerónimo De Tunán,-17.65158,-71.32605,-,0,MOQUEGUA
777,1534,I.E. Jorge Basadre Grohmann,-17.65128,-71.34126,MINSA,0,MOQUEGUA
3366,1534,I.E. MARISCAL DOMINGO NIETO,-17.65106023,-71.3425361,MINSA,0,MOQUEGUA
2708,1534,I.E. JOSE OLAYA BALANDRA,-17.65074179,-71.33568001,MINSA,0,MOQUEGUA
102819,1534,P.S. VARADERO,-17.65017996,-71.34541679,-,2819,MOQUEGUA
128081,1534,POLICLINICO SERSIMED SEDE ILO,-17.65011675,-71.33163445,-,28081,MOQUEGUA
121940,1534,SO TU SALUD SAC,-17.6481329,-71.3171162,-,21940,MOQUEGUA
121945,1534,POLICLINICO PIERO SAC,-17.64597327,-71.32452495,-,21945,MOQUEGUA
124250,1534,POSTA MEDICA POLICIAL ILO,-17.64437606,-71.34377752,-,24250,MOQUEGUA
118041,1534,POLICLINICO SERVIMEDIQ,-17.64434949,-71.34503948,-,18041,MOQUEGUA
102893,1823,TOQUELA,-17.64423116,-69.9398519,-,2893,TACNA
111737,1534,C.S. JHON F. KENNEDY - ILO,-17.644121,-71.338903,-,11737,MOQUEGUA
126111,1534,POLICLINICO ILO MEDIC E.I.R.L.,-17.64339169,-71.32934219,-,26111,MOQUEGUA
4142,1534,UNAM SEDE ILO,-17.64281363,-71.32960709,-,0,MOQUEGUA
2022,1534,HOSPITAL II ILO ESSALUD,-17.64241232,-71.34229517,MINSA,0,MOQUEGUA
115698,1534,HOSPITAL II ILO,-17.64222167,-71.34284667,-,15698,MOQUEGUA
126101,1534,CLINICA SAGRADO CORAZON,-17.641547,-71.339129,-,26101,MOQUEGUA
322,1534,I.E. Virgen Del Rosario,-17.6386,-71.3393,MINSA,0,MOQUEGUA
324,1534,Plaza Francisco Bolognesi,-17.63553,-71.33846,MINSA,0,MOQUEGUA
102815,1534,C.S. MIRAMAR,-17.634884,-71.334828,-,2815,MOQUEGUA
3702,1534,C.S. MIRAMAR,-17.63333909,-71.33553317,MINSA,0,MOQUEGUA
778,1534,I.E. Mercedes Cabello De Carbonera,-17.63299,-71.33855,MINSA,0,MOQUEGUA
121733,1534,LABORAL CONTROL E.I.R.L.,-17.63185792,-71.34118492,-,21733,MOQUEGUA
102814,1535,P.S. EL ALGARROBAL,-17.62118726,-71.26691914,-,2814,MOQUEGUA
120010,1835,SANIDAD  EESTP  LOCUMBA,-17.61598343,-70.76973321,-,20010,TACNA
786,1835,Ex Escuela Tecnica De La Policia,-17.61537391,-70.77208584,-,0,TACNA
2712,1536,I.E. AMERICO GARIBALDI GUERSI,-17.61524699,-71.3386063,MINSA,0,MOQUEGUA
102911,1835,LOCUMBA,-17.61436496,-70.76317925,-,2911,TACNA
117975,1835,CENTRO DE ATENCION PRIMARIA  I  LOCUMBA,-17.61365473,-70.76707063,-,17975,TACNA
106757,1536,P.S. PACOCHA,-17.60967258,-71.33892072,-,6757,MOQUEGUA
102865,1824,ALTO PERU,-17.57480864,-69.68069073,-,2865,TACNA
102925,1840,TALABAYA,-17.55182375,-69.98742451,-,2925,TACNA
102926,1841,ESTIQUE PAMPA,-17.54040684,-70.03000043,-,2926,TACNA
102864,1824,ANCOMARCA,-17.52969154,-69.58067838,-,2864,TACNA
102931,1844,TARUCACHI,-17.52517884,-70.03272027,-,2931,TACNA
102924,1839,CHIPISPAYA,-17.49765644,-70.21731213,-,2924,TACNA
102923,1839,CHUCATAMANI,-17.48053556,-70.1229876,-,2923,TACNA
102909,1836,MIRAVE,-17.48036757,-70.54918149,-,2909,TACNA
102930,1838,TARATA,-17.47975146,-70.03532531,-,2930,TACNA
111187,1838,ENFERMERÍA DEL CUARTEL TARATA,-17.47881445,-70.03445684,-,11187,TACNA
109891,1838,CENTRO DE ATENCION PRIMARIA I TARATA,-17.47439949,-70.03247841,-,9891,TACNA
102932,1845,TICACO,-17.44696022,-70.04676384,-,2932,TACNA
102907,1836,ILABAYA,-17.42060995,-70.51357987,-,2907,TACNA
102863,1824,PUESTO DE SALUD RIO KAÑO,-17.40938875,-69.54065286,-,2863,TACNA
102866,1838,CORACORANI,-17.38220498,-69.74263173,-,2866,TACNA
102876,1832,CURIBAYA,-17.37984927,-70.33430334,-,2876,TACNA
102927,1842,SITAJARA,-17.37606246,-70.1327777,-,2927,TACNA
102867,1838,CHILUYO,-17.35817138,-69.65130595,-,2867,TACNA
102928,1843,SUSAPAYA,-17.35482411,-70.13251898,-,2928,TACNA
102929,1843,YABROCO,-17.34672708,-70.11836109,-,2929,TACNA
102879,1834,ARICOTA,-17.32896339,-70.24109933,-,2879,TACNA
102910,1836,CAMBAYA,-17.32381126,-70.43160503,-,2910,TACNA
102878,1834,QUILAHUANI,-17.31672369,-70.25821985,-,2878,TACNA
